REGIÓN,PROVINCIA,DISTRITO,NOMBRE DEL RECURSO,SUB TIPO CATEGORÍA,URL,LATITUD,LONGITUD
Huánuco,Marañon,HUACRACHUCO,Laguna Azulcocha,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10340,-7.714.450.046,-8.681.646.544
Huánuco,Marañon,HUACRACHUCO,Laguna Chinchaycocha,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10339,-77.056.764,-8.641.361
Apurímac,Antabamba,HUAQUIRCA,Fiesta Patronal De San Pedro Y San Pablo De Matara,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11636,,
Huánuco,Huamalies,ARANCAY,Sitio Arqueológico De Magampatay,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10342,-767.515,-9.180.833
Huánuco,Huamalies,ARANCAY,Sitio Arqueológico De Tambo,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10345,-76.746.528,-9.165.806
Huánuco,Huamalies,JIRCAN,Sitio Arqueológico Mariagan,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10346,-76.721.306,-9.202.417
Huánuco,Huamalies,LLATA,Malecón Vuelta Al Mundo,Cerros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10352,-7.681.301.944,-9.547.286.111
Huánuco,Huamalies,MONZÓN,Catarata Ocho De Agosto,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10350,-7.645.922.222,-9.309.416.667
Huánuco,Dos De Mayo,RIPAN,Baños Termales De Conoc,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10344,-76.804.869,-9.798.364
Huánuco,Lauricocha,JIVIA,Bosque De Piedras Shuquil,Formaciones rocosas(bosque de piedra),https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10349,-766.475,-10.036.389
Huánuco,Lauricocha,RONDOS,Grutas De Colpa,Grutas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10351,-76.748.056,-9.895
Huánuco,Lauricocha,JIVIA,Sitio Arqueológico Gongui,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10347,-76.683.889,-10.007.778
Ayacucho,Huamanga,QUINUA,Mirador Chico Morada,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12281,-74.117.131,-13.046.658
Huánuco,Puerto Inca,HONORIA,Mayantuyacu,Bosques,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10353,-7.472.767,-88.119
Huánuco,Puerto Inca,TOURNAVISTA,Comunidad Nativa Ashaninka El Naranjal,Tradicionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10348,-74.753.606,-8.986.978
Huánuco,Puerto Inca,TOURNAVISTA,Quebrada Llullabaños,Quebradas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10341,-7.484.055,-9.169.647
Huánuco,Dos De Mayo,PACHAS,Sitio Arqueológico Nunash,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10338,-76.776.072,-9.727.286
Apurímac,Andahuaylas,ANDAHUAYLAS,Museo Chanka De Andahuaylas,Museos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13277,-73.386.436,-13.661.505
Apurímac,Andahuaylas,ANDAHUAYLAS,Sala De Interpretación José María Arguedas,Salas de Exhibición,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13282,-73.387.913,-13.657.244
Apurímac,Andahuaylas,ANDAHUAYLAS,Mirador Apu Huayhuaca,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13276,-7.338.619.351,-1.366.068.491
Moquegua,General Sanchez Cerro,CHOJATA,Danza Sara Tarpuypi Tusuna,Danza,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11296,,
Lima,Huarochiri,SAN ANDRÉS DE TUPICOCHA,Laguna Ururi,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10301,-7.642.544,-1.199.774
Lima,Huarochiri,SAN ANDRÉS DE TUPICOCHA,Camino Inca De San Andres De Tupicocha,Fortalezas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10300,-764.743.831,-120.007.934
La Libertad,Sanchez Carrion,HUAMACHUCO,Carnaval Huamachuquino,"Fiestas Tradicionales(Herranza, carnavales, otros)",https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10384,,
Cusco,La Convencion,SANTA TERESA,Cataratas De Chaquiorco,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11500,-72.598.611,-13.129.722
Arequipa,Caraveli,ACARÍ,Campo De La Batalla De Acarí,Sitios de Batalla,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13054,-74.635.073,-15.446.817
La Libertad,Sanchez Carrion,HUAMACHUCO,Festividad En Honor A San Pedro Y San Pablo,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10388,,
Huánuco,Marañon,CHOLON,Laguna Asiaj,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10337,-77.008.175,-8.699.136
La Libertad,Sanchez Carrion,HUAMACHUCO,Festividad Patronal En Honor A La Virgen De La Alta Gracia,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10390,,
La Libertad,Sanchez Carrion,HUAMACHUCO,Festividad Patronal En Honor A San Francisco De Asis,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10391,,
La Libertad,Sanchez Carrion,HUAMACHUCO,Trago Típico Aloja,Bebidas Típicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10392,,
La Libertad,Sanchez Carrion,HUAMACHUCO,Cerámicas Decorativas,Alfarería y cerámica,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10703,,
La Libertad,Sanchez Carrion,HUAMACHUCO,Cestería - Huamachuco,Cestería,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10394,,
La Libertad,Sanchez Carrion,HUAMACHUCO,Danza Las Kiyayas,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10395,,
La Libertad,Sanchez Carrion,HUAMACHUCO,Danza Las Ñustas,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10396,,
La Libertad,Sanchez Carrion,HUAMACHUCO,Danza Los Halcones,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10397,,
La Libertad,Sanchez Carrion,HUAMACHUCO,Danza Los Incas,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10398,,
La Libertad,Sanchez Carrion,HUAMACHUCO,Danza La Contradanza,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10399,,
La Libertad,Sanchez Carrion,HUAMACHUCO,Danza Los Indios Fieles,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10400,,
La Libertad,Sanchez Carrion,HUAMACHUCO,Los Chirocos,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10401,,
La Libertad,Sanchez Carrion,HUAMACHUCO,Campo De Batalla Pampas De Purrumpampa,Sitios de Batalla,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12907,-780.395.415,-78.135.693
La Libertad,Sanchez Carrion,HUAMACHUCO,Museo Imasumaq,Museos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11070,-7.805.342.394,-782.225.487
La Libertad,Sanchez Carrion,HUAMACHUCO,Plaza Mayor De Huamachuco,Plazas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11054,-7.804.866.122,-7.815.607.818
Cusco,La Convencion,SANTA TERESA,Camino Inka Jungle Tramo Santa Maria La Antigua Cocalmayo,Fortalezas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11848,-725.942,-131.303
Cusco,La Convencion,SANTA TERESA,Qhapaq Ñan Tramo Choquetakarpu- Choquequirao,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11847,-72.872.243,-13.394.742
Cusco,Anta,ANCAHUASI,Escenificacion Del Killarumiyoq Raymi,"Fiestas Tradicionales(Herranza, carnavales, otros)",https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10788,,
Loreto,Mariscal Ramon Castilla,RAMÓN CASTILLA,Comunidad De Vista Alegre,Tradicionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10314,-7.028.976,-388.042
Loreto,Mariscal Ramon Castilla,YAVARI,Comunidad De Puerto Alegría,Tradicionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10317,-7.005.167,-411.904
Loreto,Mariscal Ramon Castilla,YAVARI,Pueblo De Islandia,Tradicionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10313,-7.004.114,-435.336
Loreto,Mariscal Ramon Castilla,SAN PABLO,Pueblo De San Pablo,Históricos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10312,-7.110.348,-402.039
Loreto,Mariscal Ramon Castilla,PEBAS,Comunidad Huitoto De Pucaurquillo,Artesanales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10311,-7.191.743,-333.382
Loreto,Mariscal Ramon Castilla,PEBAS,Comunidad Bora De Pucaurquillo,Artesanales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10306,-7.191.572,-333.309
Lima,Lima,INDEPENDENCIA,"Lomas De Amancaes, Bella Durmiente - Área De Conservación Regional Sistema De Lomas De Lima",Lomas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10319,-7.704.059.046,-1.200.655.902
Loreto,Mariscal Ramon Castilla,YAVARI,Isla Santa Rosa,Tradicionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10310,-6.995.922,-42.226
Loreto,Mariscal Ramon Castilla,RAMÓN CASTILLA,Comunidad Nativa Ticuna Cushillo Cocha,Tradicionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10309,-7.045.216.911,-394.022.373
Áncash,Pallasca,PAMPAS,Las Aucas De Pampas,Costumbres,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12261,,
Lima,Oyon,PACHANGARA,Iglesia Colonial De Huacho,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10463,-7.683.116.912,-1.085.859.522
Loreto,Ucayali,CONTAMANA,Fuente Termal Encanto De Humo,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12551,-7.495.143.911,-720.887.053
Cusco,Canchis,SAN PEDRO,Capilla De San Miguel De Raqchi,Capilla,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13437,-71.370.936,-141.735.164
Lambayeque,Lambayeque,LAMBAYEQUE,Reserva Forestal Montes De La Virgen,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13281,-79.911,-671.232
Lima,Cañete,QUILMANA,Plaza De Armas De Quilmana,Plazas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12339,-7.638.351,-1.294.934
Lima,Cañete,QUILMANA,Arco De Recepción De Quilmana,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12271,-7.638.354.882,-1.294.365.851
Arequipa,Caraveli,ATIQUIPA,Sitio Arqueológico De Pueblo Viejo,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12723,-7.445.401,-15.760.923
Arequipa,Caraveli,ATIQUIPA,Sitio Arqueológico De Cahuamarca,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12724,-74.370.519,-15.728.582
Arequipa,Caraveli,ATIQUIPA,Sitio Arqueológico De Ayparipa,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12722,-74.372.608,-158.227.863
Arequipa,Caraveli,ATIQUIPA,Isla Lobera De Ocopa,Islas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12686,-74.397.996,-15.825.935
Arequipa,Caraveli,ATIQUIPA,Playa Jihuay,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12685,-74.363.888,-15.830.709
Ucayali,Atalaya,RAYMONDI,Piscina Natural De Sapani,Quebradas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10946,-738.612,-10.692.993
Ucayali,Atalaya,RAYMONDI,Cueva De Tambo Ushco,Grutas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10947,-73.805.832,-10.722.268
Áncash,Pallasca,PALLASCA,Sitio Arqueológico Castillo De Cuymalca,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12380,-78.009.105,-8.255.762
Ucayali,Atalaya,RAYMONDI,Caída De La Quinceañera - Unini,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10948,-7.395.952.721,-1.062.832.071
Lima,Huarochiri,SAN ANDRÉS DE TUPICOCHA,Laguna Kankasica  San Andrés De Tupicocha,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13740,-76.505.179,-12.029.349
Ayacucho,Victor Fajardo,HUANCARAYLLA,Laguna De Uchillki,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12815,-74.110.154,-13.718.789
Ucayali,Coronel Portillo,MASISEA,Laguna Nuevo Angamos,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10982,-74.341.018,-856.853
Madre De Dios,Tambopata,INAMBARI,Caídas De Agua De La Comunidad Nativa De Kotsimba.,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11739,-7.030.692,-1.314.650.755
Madre De Dios,Tambopata,INAMBARI,Collpa Barranco Grande De La Comunidad Nativa De Kotsimba.,Collpas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11738,-7.030.485,-1.314.161
Ucayali,Coronel Portillo,MASISEA,Comunidad Nativa Santa Rosa De Dinamarca,Tradicionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12080,-74.413.265,-8.691.948
Cajamarca,San Marcos,ICHOCAN,Pueblo Tradicional De Ichocan,Tradicionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11176,-781.306,-736.833
Madre De Dios,Tambopata,INAMBARI,Collpa De Mamíferos De La Comunidad Nativa De Kotsimba,Collpas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11737,-70.295.812,-13.072.351
Cusco,Paruro,PARURO,Pan Rurún,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10698,,
Cajamarca,Cajamarca,LOS BAÑOS DEL INCA,Centro Termal Recreativo Pultumarka,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10375,-78.465.525,-7.163.874
Cusco,Paruro,PARURO,Danza Tipica Saqsa O Machu QAqA,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10797,,
San Martín,San Martin,TARAPOTO,Laguna Ricuricocha,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11466,-7.640.156.932,-6.533.019.646
Lima,Huarochiri,MATUCANA,Catarata El Encuentro,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10366,-7.635.979,-1.179.487
Lima,Huarochiri,MATUCANA,Catarata De Challape,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10365,-76.408.325,-11.859.289
Madre De Dios,Manu,MANU,Catarata De Shintuya,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11749,-7.115.464,-1.239.493
Madre De Dios,Manu,MANU,Collpa De Guacamayos  Mascoitania,Collpas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12804,-71.233.831,-12.474.199
Madre De Dios,Manu,MADRE DE DIOS,Cuento De Picuro Mama De La Comunidad Nativa Boca Isiriwe,Cuentos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10801,,
San Martín,Rioja,PARDO MIGUEL,Reserva Arena Blanca - Rioja,Lugares pintorescos de flora y fauna,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11203,-776.363.039,-5.681.295.428
San Martín,Moyobamba,JEPELACIO,Sendero Quiscarrumi,Lugares pintorescos de flora y fauna,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12118,-7.684.120.173,-6.147.335.321
San Martín,Moyobamba,YANTALO,Meliponario Yantaló,Centros de rescate o conservación,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11930,-7.702.601.925,-5.970.410.405
San Martín,Rioja,YORONGOS,La Encañada De Yorongos,Pongos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11875,-7.715.926.791,-6.217.108.957
San Martín,Rioja,AWAJUN,Bosque De Las Nuwas,Bosques,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11025,-7.738.238.233,-5.749.681.714
Madre De Dios,Manu,MADRE DE DIOS,Bebida Típica El Chapo,Bebidas Típicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10809,,
Madre De Dios,Manu,FITZCARRALD,El Masato De La Comunidad Nativa De Diamante,Bebidas Típicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10808,,
Cusco,Paruro,PACCARITAMBO,Templo Colonial San Pedro  De Paccaritambo,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10867,-719.564,-137.567
Cusco,Paucartambo,KOSÑIPATA,Comunidad Nativa De Santa Rosa De Huacaria,Selva,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10870,,
Ica,Ica,SANTIAGO,Cañón De Los Perdidos,Cañones,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11220,-75.305.056,-14.451.606
Cajamarca,Hualgayoc,BAMBAMARCA,Ventanillas De Bellavista,Cementerios,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12908,-7.854.556,-671.611
Huancavelica,Huancavelica,VILCA,Río Vilca - Sector Vilca,Ríos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10799,-7.518.237.233,-1.248.073.369
Ica,Nazca,EL INGENIO,Geoglifos De Bogotalla,Geoglifos (Grabado en tierra),https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11551,-7.532.673,-1.438.127
Lima,Lima,LURIN,Qhapac Raymi En Lurín,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11053,,
Lima,Huarochiri,SAN LORENZO DE QUINTI,Laguna Suyoc,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10680,-7.606.882,-1.202.329
Lima,Cajatambo,COPA,Mirador San Antonio,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10689,-7.689.757,-1.035.734
Lima,Cajatambo,CAJATAMBO,Cascada Isco,Cascadas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10684,-7.692.137,-1.045.816
Lima,Cajatambo,CAJATAMBO,Cascada Escalón,Cascadas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10685,-7.689.669,-104.491
Lima,Cajatambo,CAJATAMBO,Baños Termales De Guñoc,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10826,-7.685.791,-104.198
Lima,Lima,LIMA,Museo Metropolitano De Lima,Salas de Exhibición,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10931,-7.703.669.973,-1.206.385.701
Lima,Lima,LIMA,Museo Municipal Del Teatro,Museos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13083,-7.703.515.252,-1.204.643.171
Piura,Talara,MANCORA,Playa El Amor,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10997,-8.105.026,-409.637
San Martín,Moyobamba,SORITOR,Cascada Piscina De Los Reyes,Cascadas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11094,-77.169.683,-6.236.326
San Martín,Moyobamba,SORITOR,Cascada Lluvia Perpetua,Cascadas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11416,-7.716.568.356,-6.244.743.926
Cusco,Canas,TUPAC AMARU,Casa Cuartel Jose Gabriel - Tupac Amaru Ii,Cuarteles,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10697,-71.475.703,-14.163.856
Cusco,Paruro,PARURO,La Festividad De La Virgen De Natividad,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10700,,
Lima,Huaura,SAYAN,Festival De La Vendimia Sayán,Festivales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13852,,
Lima,Oyon,PACHANGARA,Leyenda De Huarancolca,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13631,,
Áncash,Huari,CHAVIN DE HUANTAR,Navidad Chavina,"Fiestas Tradicionales(Herranza, carnavales, otros)",https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13339,,
Puno,Carabaya,SAN GABAN,Catarata Alccochaka,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13157,-7.033.531,-1.338.761
Lima,Lima,LIMA,Casa Fernandini,Casa de Valor Arquitectónico,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12894,-7.703.511.078,-1.204.516.845
Lima,Lima,LIMA,Museo De Arqueología Josefina Ramos De Cox,Museos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10943,-7.703.778.969,-1.205.276.543
Lima,Lima,LIMA,Fiesta De Amancaes,Festivales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13673,,
Ica,Pisco,PISCO,El Muelle Fiscal De Pisco,Muelles,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11493,-7.621.868,-13.709.887
Arequipa,Arequipa,POLOBAYA,Complejo Arqueológico De Churajón,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12910,-71.354.506,-16.659.455
Callao,Callao,VENTANILLA,Area De Conservación Regional Humedales De Ventanilla,Áreas de conservación regional,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10941,-7.714.753.032,-1.187.556.141
San Martín,San Martin,LA BANDA DE SHILCAYO,Reserva Privada Aconabikh,Áreas de conservación privada,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11434,-7.631.562.759,-6.417.444.447
Cusco,Calca,LAMAY,Cascada De Sirenachayuq,Cascadas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10859,-719.288.253,-133.512.564
La Libertad,Sanchez Carrion,CHUGAY,Catarata Lágrimas De Doncella,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12855,-77.851.513,-7.754.473
San Martín,Rioja,PARDO MIGUEL,Fundo Alto Nieva - Rioja,Lugares pintorescos de flora y fauna,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11201,-77.762.641,-5.672.588
San Martín,San Martin,LA BANDA DE SHILCAYO,Mirador El Mono Y La Gata,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11437,-763.030.322,-64.602.399
Cusco,Paruro,PACCARITAMBO,Zona  Arqueológica Puma Orqo,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10866,-71.957.528,-13.705.888
Ucayali,Coronel Portillo,CAMPOVERDE,Fundo Pishcota,"Bodegas de pisco, vinos y/u otros licores",https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10878,-74.772.256,-8.535.769
Ucayali,Padre Abad,IRAZOLA,Pongo Santa Rosa De Chachi,Pongos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11879,-75.301.275,-8.805.245
Ucayali,Coronel Portillo,CAMPOVERDE,Asociacion De Productores Ecologicos Pimental,Agricultura,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11197,-74.807.617,-8.522.383
Cusco,La Convencion,VILCABAMBA,Escenificación De La Rebelión De Manco Inca,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10876,,
Junín,Huancayo,INGENIO,Danza Los Negritos De Ingenio,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10744,,
Ayacucho,Victor Fajardo,HUANCARAYLLA,Aguas Turquesas De Millpu,Ríos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11029,-7.413.055,-1.374.944
Lima,Lima,MIRAFLORES,"Lugar De La Memoria, La Tolerancia Y La Inclusión Social - Lum",Museos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10874,-7.705.402.851,-1.211.004.354
