REGIÓN,PROVINCIA,DISTRITO,NOMBRE DEL RECURSO,SUB TIPO CATEGORÍA,URL,LATITUD,LONGITUD
Arequipa,Arequipa,YANAHUARA,Tradicional Quema De Judas En Yanahuara,"Fiestas Tradicionales(Herranza, carnavales, otros)",https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12733,,
Lima,Huarochiri,LAHUAYTAMBO,Mazamorra De Shucupcha,Dulces Típicos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12512,,
Lima,Huarochiri,LAHUAYTAMBO,Iglesia Colonial Santa Ana De Chaucarima,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12508,-7.638.537,-1.208.622
Cusco,Urubamba,URUBAMBA,Festividad Del Señor De Torrechayoc,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13222,,
Cusco,La Convencion,PICHARI,Cascada El Mirador,Cascadas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12550,-7.381.073,-12.517.151
Cusco,La Convencion,PICHARI,Catarata Lagrimas Del Cielo Monkerenshi,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12579,-73.800.997,-12.451.143
Cusco,La Convencion,PICHARI,Catarata San Jose - Monkirenshi,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12575,-73.811.346,-12.521.928
Cusco,La Convencion,PICHARI,Cascada El Silencio  La Bella,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12504,-73.814.355,-12.429.784
Cusco,La Convencion,PICHARI,Cascada 2 Rocas,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12511,-73.813.447,-12.429.413
Cusco,La Convencion,PICHARI,Cascada 5 Tinajas De Monkirenshi,Cascadas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12510,-73.814.855,-12.430.057
Piura,Talara,PARIÑAS,Plaza Grau Centro Cívico,Plazas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12495,-8.127.189.018,-4.579.719.703
Cusco,La Convencion,PICHARI,Comunidad Nativa Ashaninka Monkirenshi,Selva,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12549,,
Cusco,La Convencion,PICHARI,Comunidad Nativa Ashaninka Sankiroshi,Selva,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12509,,
Piura,Morropon,SANTA CATALINA DE MOSSA,Mirador Santisima Cruz,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12514,-79.533.761,-565.609
Pasco,Oxapampa,PALCAZU,Centro Recreacional Turistico Palcazú - La Maloca,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13027,-75.150.263,-10.184.595
Cusco,La Convencion,PICHARI,Comunidad Nativa Ashaninka Marontuari,Selva,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12548,,
Cusco,Acomayo,ACOS,Mirador De Condor ChuichikA,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12505,-7.179.333,-1.388.659
Cusco,Acomayo,ACOS,Reserva Comunal De Vicuñas De Huayqui,Reservas Comunales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12503,-717.383.367,-1.395.146
Cusco,Acomayo,ACOS,Quebrada De Mayu Huillca,Lugares pintorescos de flora y fauna,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12506,-717.509.583,-139.507.367
Junín,Jauja,MASMA CHICCHE,Bosque De Pinos De Torrepampa,Bosques,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12521,-753.779,-11.795.984
Cusco,Acomayo,ACOS,Fiesta De La Pichunchada,"Fiestas Tradicionales(Herranza, carnavales, otros)",https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12499,,
Puno,Carabaya,USICAYOS,Sitio Arqueológico De Marka Marka,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12533,-6.996.831.477,-1.412.310.271
Puno,Carabaya,USICAYOS,Sitio Arqueológico Marka Marka Ii,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12532,-69.915,-141.209
Puno,Carabaya,USICAYOS,Puente Natural Th'Usnachaka,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12530,-6.996.683.696,-1.412.335.205
Puno,Carabaya,USICAYOS,Complejo Arqueológico Phisqa Punku,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12529,-698.809,-141.079
Puno,Sandia,SANDIA,Festividad Del Señor De Pacaypampa,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12562,,
Cusco,Acomayo,ACOS,Zona  Arqueologico De Tambo Pukara,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12536,-717.097.433,-140.072.727
Cusco,Acomayo,ACOS,Templo Colonial San Miguel Arcangel  De Acos,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12502,-717.384,-139.511.433
Junín,Jauja,MASMA CHICCHE,Mirador De Rumichurco,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12520,-75.330.779,-11.812.172
Puno,Sandia,PATAMBUCO,Bosque De Piedras De Mula Kancha,Formaciones rocosas(bosque de piedra),https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12620,-6.986.469.457,-1.447.239.107
Arequipa,Islay,PUNTA DE BOMBÓN,Festividad De San Pedro De Catas,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12554,,
Ucayali,Coronel Portillo,YARINACOCHA,Restinga De Yarina,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12734,-74.590.699,-8.343.638
Ayacucho,Huamanga,VINCHOS,Tradiciones Del Toro Watay,Tradiciones,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12647,,
Cusco,Acomayo,ACOS,Plaza Colonial San Miguel Arcangel De  Acos,Plaza,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12497,-717.383.367,-1.395.146
Pasco,Oxapampa,PUERTO BERMÚDEZ,Catarata Janiriani,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12883,-74.776.391,-10.504.205
Cusco,Acomayo,ACOS,El Cañon Del Rio Apurimac -  Sector Acos,Cañones,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12572,-717.576,-1.395.553
